-5,-5,-5,180072.0
-5,-5,-3,168472.0
-5,-5,-2,162972.0
-5,-5,0,152572.0
-5,-5,1,147672.0
-5,-5,2,142972.0
-5,-5,3,138472.0
-5,-5,4,134172.0
-5,-5,5,130072.0
-5,-4,-5,128261.0
-5,-4,-4,124161.0
-5,-4,-3,120261.0
-5,-4,-2,116561.0
-5,-4,-1,113061.0
-5,-4,0,109761.0
-5,-4,1,106661.0
-5,-4,2,103761.0
-5,-4,3,101061.0
-5,-4,4,98561.0
-5,-4,5,96261.0
-5,-3,-5,98052.0
-5,-3,-4,95352.0
-5,-3,-3,92852.0
-5,-3,-2,90552.0
-5,-3,-1,88452.0
-5,-3,0,86552.0
-5,-3,1,84852.0
-5,-3,2,83352.0
-5,-3,3,82052.0
-5,-3,4,80952.0
-5,-2,-5,81045.0
-5,-2,-4,79345.0
-5,-2,-3,77845.0
-5,-2,-2,76545.0
-5,-2,-1,75445.0
-5,-2,0,74545.0
-5,-2,2,73345.0
-5,-2,3,73045.0
-5,-2,4,72945.0
-5,-1,-5,71240.0
-5,-1,-4,70140.0
-5,-1,-2,68540.0
-5,-1,-1,68040.0
-5,-1,1,67640.0
-5,-1,2,67740.0
-5,-1,3,68040.0
-5,-1,4,68540.0
-5,-1,5,69240.0
-5,0,-5,65037.0
-5,0,-4,64137.0
-5,0,-3,63437.0
-5,0,-2,62937.0
-5,0,-1,62637.0
-5,0,0,62537.0
-5,0,1,62637.0
-5,0,2,62937.0
-5,0,3,63437.0
-5,0,4,64137.0
-5,0,5,65037.0
-5,1,-4,60136.0
-5,1,-2,58536.0
-5,1,-1,58036.0
-5,1,0,57736.0
-5,1,1,57636.0
-5,1,2,57736.0
-5,1,3,58036.0
-5,1,4,58536.0
-5,1,5,59236.0
-5,2,-4,59337.0
-5,2,-3,57837.0
-5,2,-2,56537.0
-5,2,-1,55437.0
-5,2,0,54537.0
-5,2,1,53837.0
-5,2,2,53337.0
-5,2,3,53037.0
-5,2,4,52937.0
-5,3,-5,68040.0
-5,3,-4,65340.0
-5,3,-3,62840.0
-5,3,-2,60540.0
-5,3,-1,58440.0
-5,3,0,56540.0
-5,3,2,53340.0
-5,3,3,52040.0
-5,3,4,50940.0
-5,3,5,50040.0
-5,4,-4,84145.0
-5,4,-3,80245.0
-5,4,-2,76545.0
-5,4,-1,73045.0
-5,4,0,69745.0
-5,4,1,66645.0
-5,4,2,63745.0
-5,4,3,61045.0
-5,4,4,58545.0
-5,4,5,56245.0
-5,5,-5,130052.0
-5,5,-4,124152.0
-5,5,-3,118452.0
-5,5,-2,112952.0
-5,5,0,102552.0
-5,5,1,97652.0
-5,5,2,92952.0
-5,5,3,88452.0
-5,5,4,84152.0
-5,5,5,80052.0
-4,-5,-5,134161.0
-4,-5,-4,128261.0
-4,-5,-2,117061.0
-4,-5,-1,111761.0
-4,-5,0,106661.0
-4,-5,1,101761.0
-4,-5,2,97061.0
-4,-5,4,88261.0
-4,-5,5,84161.0
-4,-4,-5,84150.0
-4,-4,-4,80050.0
-4,-4,-2,72450.0
-4,-4,-1,68950.0
-4,-4,0,65650.0
-4,-4,2,59650.0
-4,-4,3,56950.0
-4,-4,4,54450.0
-4,-4,5,52150.0
-4,-3,-5,55741.0
-4,-3,-4,53041.0
-4,-3,-3,50541.0
-4,-3,-2,48241.0
-4,-3,-1,46141.0
-4,-3,0,44241.0
-4,-3,1,42541.0
-4,-3,2,41041.0
-4,-3,3,39741.0
-4,-3,4,38641.0
-4,-2,-3,37334.0
-4,-2,-2,36034.0
-4,-2,-1,34934.0
-4,-2,0,34034.0
-4,-2,1,33334.0
-4,-2,2,32834.0
-4,-2,3,32534.0
-4,-2,4,32434.0
-4,-2,5,32534.0
-4,-1,-5,32529.0
-4,-1,-4,31429.0
-4,-1,-3,30529.0
-4,-1,-2,29829.0
-4,-1,-1,29329.0
-4,-1,2,29029.0
-4,-1,3,29329.0
-4,-1,5,30529.0
-4,0,-5,28126.0
-4,0,-4,27226.0
-4,0,-3,26526.0
-4,0,-2,26026.0
-4,0,-1,25726.0
-4,0,2,26026.0
-4,0,3,26526.0
-4,0,4,27226.0
-4,1,-4,25025.0
-4,1,-3,24125.0
-4,1,-2,23425.0
-4,1,-1,22925.0
-4,1,4,23425.0
-4,1,5,24125.0
-4,2,-5,27726.0
-4,2,-4,26026.0
-4,2,-3,24526.0
-4,2,-2,23226.0
-4,2,-1,22126.0
-4,2,0,21226.0
-4,2,1,20526.0
-4,2,2,20026.0
-4,2,5,19726.0
-4,3,-5,36529.0
-4,3,-4,33829.0
-4,3,-3,31329.0
-4,3,-2,29029.0
-4,3,0,25029.0
-4,3,1,23329.0
-4,3,2,21829.0
-4,3,4,19429.0
-4,3,5,18529.0
-4,4,-5,58534.0
-4,4,-4,54434.0
-4,4,-2,46834.0
-4,4,-1,43334.0
-4,4,1,36934.0
-4,4,2,34034.0
-4,4,3,31334.0
-4,4,4,28834.0
-4,4,5,26534.0
-4,5,-5,102141.0
-4,5,-4,96241.0
-4,5,-3,90541.0
