-5,-5,-5,-5,270108.0
-5,-5,-5,-4,264208.0
-5,-5,-5,-3,258508.0
-5,-5,-5,-2,253008.0
-5,-5,-5,-1,247708.0
-5,-5,-5,0,242608.0
-5,-5,-5,1,237708.0
-5,-5,-5,2,233008.0
-5,-5,-5,3,228508.0
-5,-5,-5,4,224208.0
-5,-5,-5,5,220108.0
-5,-5,-4,-5,218297.0
-5,-5,-4,-4,214197.0
-5,-5,-4,-3,210297.0
-5,-5,-4,-2,206597.0
-5,-5,-4,-1,203097.0
-5,-5,-4,0,199797.0
-5,-5,-4,1,196697.0
-5,-5,-4,2,193797.0
-5,-5,-4,3,191097.0
-5,-5,-4,4,188597.0
-5,-5,-4,5,186297.0
-5,-5,-3,-5,188088.0
-5,-5,-3,-4,185388.0
-5,-5,-3,-3,182888.0
-5,-5,-3,-2,180588.0
-5,-5,-3,-1,178488.0
-5,-5,-3,0,176588.0
-5,-5,-3,1,174888.0
-5,-5,-3,2,173388.0
-5,-5,-3,3,172088.0
-5,-5,-3,4,170988.0
-5,-5,-3,5,170088.0
-5,-5,-2,-5,171081.0
-5,-5,-2,-4,169381.0
-5,-5,-2,-3,167881.0
-5,-5,-2,-2,166581.0
-5,-5,-2,-1,165481.0
-5,-5,-2,0,164581.0
-5,-5,-2,1,163881.0
-5,-5,-2,2,163381.0
-5,-5,-2,3,163081.0
-5,-5,-2,4,162981.0
-5,-5,-2,5,163081.0
-5,-5,-1,-5,161276.0
-5,-5,-1,-4,160176.0
-5,-5,-1,-3,159276.0
-5,-5,-1,-2,158576.0
-5,-5,-1,-1,158076.0
-5,-5,-1,0,157776.0
-5,-5,-1,1,157676.0
-5,-5,-1,2,157776.0
-5,-5,-1,3,158076.0
-5,-5,-1,4,158576.0
-5,-5,-1,5,159276.0
-5,-5,0,-5,155073.0
-5,-5,0,-4,154173.0
-5,-5,0,-3,153473.0
-5,-5,0,-2,152973.0
-5,-5,0,-1,152673.0
-5,-5,0,0,152573.0
-5,-5,0,1,152673.0
-5,-5,0,2,152973.0
-5,-5,0,3,153473.0
-5,-5,0,4,154173.0
-5,-5,0,5,155073.0
-5,-5,1,-5,151272.0
-5,-5,1,-4,150172.0
-5,-5,1,-3,149272.0
-5,-5,1,-2,148572.0
-5,-5,1,-1,148072.0
-5,-5,1,0,147772.0
-5,-5,1,1,147672.0
-5,-5,1,2,147772.0
-5,-5,1,3,148072.0
-5,-5,1,4,148572.0
-5,-5,1,5,149272.0
-5,-5,2,-5,151073.0
-5,-5,2,-4,149373.0
-5,-5,2,-3,147873.0
-5,-5,2,-2,146573.0
-5,-5,2,-1,145473.0
-5,-5,2,0,144573.0
-5,-5,2,1,143873.0
-5,-5,2,2,143373.0
-5,-5,2,3,143073.0
-5,-5,2,4,142973.0
-5,-5,2,5,143073.0
-5,-5,3,-5,158076.0
-5,-5,3,-4,155376.0
-5,-5,3,-3,152876.0
-5,-5,3,-2,150576.0
-5,-5,3,-1,148476.0
-5,-5,3,0,146576.0
-5,-5,3,1,144876.0
-5,-5,3,2,143376.0
-5,-5,3,3,142076.0
-5,-5,3,4,140976.0
-5,-5,3,5,140076.0
-5,-5,4,-5,178281.0
-5,-5,4,-4,174181.0
-5,-5,4,-3,170281.0
-5,-5,4,-2,166581.0
-5,-5,4,-1,163081.0
-5,-5,4,0,159781.0
-5,-5,4,1,156681.0
-5,-5,4,2,153781.0
-5,-5,4,3,151081.0
-5,-5,4,4,148581.0
-5,-5,4,5,146281.0
-5,-5,5,-5,220088.0
-5,-5,5,-4,214188.0
-5,-5,5,-3,208488.0
-5,-5,5,-2,202988.0
-5,-5,5,-1,197688.0
-5,-5,5,0,192588.0
-5,-5,5,1,187688.0
-5,-5,5,2,182988.0
-5,-5,5,3,178488.0
-5,-5,5,4,174188.0
-5,-5,5,5,170088.0
-5,-4,-5,-5,218297.0
-5,-4,-5,-4,212397.0
