-5,-5,-5,-5,-5,360144.0
-5,-5,-5,-5,-4,354244.0
-5,-5,-5,-5,-3,348544.0
-5,-5,-5,-5,-2,343044.0
-5,-5,-5,-5,-1,337744.0
-5,-5,-5,-5,0,332644.0
-5,-5,-5,-5,1,327744.0
-5,-5,-5,-5,2,323044.0
-5,-5,-5,-5,3,318544.0
-5,-5,-5,-5,4,314244.0
-5,-5,-5,-5,5,310144.0
-5,-5,-5,-4,-5,308333.0
-5,-5,-5,-4,-4,304233.0
-5,-5,-5,-4,-3,300333.0
-5,-5,-5,-4,-2,296633.0
-5,-5,-5,-4,-1,293133.0
-5,-5,-5,-4,0,289833.0
-5,-5,-5,-4,1,286733.0
-5,-5,-5,-4,2,283833.0
-5,-5,-5,-4,3,281133.0
-5,-5,-5,-4,4,278633.0
-5,-5,-5,-4,5,276333.0
-5,-5,-5,-3,-5,278124.0
-5,-5,-5,-3,-4,275424.0
-5,-5,-5,-3,-3,272924.0
-5,-5,-5,-3,-2,270624.0
-5,-5,-5,-3,-1,268524.0
-5,-5,-5,-3,0,266624.0
-5,-5,-5,-3,1,264924.0
-5,-5,-5,-3,2,263424.0
-5,-5,-5,-3,3,262124.0
-5,-5,-5,-3,4,261024.0
-5,-5,-5,-3,5,260124.0
-5,-5,-5,-2,-5,261117.0
-5,-5,-5,-2,-4,259417.0
-5,-5,-5,-2,-3,257917.0
-5,-5,-5,-2,-2,256617.0
-5,-5,-5,-2,-1,255517.0
-5,-5,-5,-2,0,254617.0
-5,-5,-5,-2,1,253917.0
-5,-5,-5,-2,2,253417.0
-5,-5,-5,-2,3,253117.0
-5,-5,-5,-2,4,253017.0
-5,-5,-5,-2,5,253117.0
-5,-5,-5,-1,-5,251312.0
-5,-5,-5,-1,-4,250212.0
-5,-5,-5,-1,-3,249312.0
-5,-5,-5,-1,-2,248612.0
-5,-5,-5,-1,-1,248112.0
-5,-5,-5,-1,0,247812.0
-5,-5,-5,-1,1,247712.0
-5,-5,-5,-1,2,247812.0
-5,-5,-5,-1,3,248112.0
-5,-5,-5,-1,4,248612.0
-5,-5,-5,-1,5,249312.0
-5,-5,-5,0,-5,245109.0
-5,-5,-5,0,-4,244209.0
-5,-5,-5,0,-3,243509.0
-5,-5,-5,0,-2,243009.0
-5,-5,-5,0,-1,242709.0
-5,-5,-5,0,0,242609.0
-5,-5,-5,0,1,242709.0
-5,-5,-5,0,2,243009.0
-5,-5,-5,0,3,243509.0
-5,-5,-5,0,4,244209.0
-5,-5,-5,0,5,245109.0
-5,-5,-5,1,-5,241308.0
-5,-5,-5,1,-4,240208.0
-5,-5,-5,1,-3,239308.0
-5,-5,-5,1,-2,238608.0
-5,-5,-5,1,-1,238108.0
-5,-5,-5,1,0,237808.0
-5,-5,-5,1,1,237708.0
-5,-5,-5,1,2,237808.0
-5,-5,-5,1,3,238108.0
-5,-5,-5,1,4,238608.0
-5,-5,-5,1,5,239308.0
-5,-5,-5,2,-5,241109.0
-5,-5,-5,2,-4,239409.0
-5,-5,-5,2,-3,237909.0
-5,-5,-5,2,-2,236609.0
-5,-5,-5,2,-1,235509.0
-5,-5,-5,2,0,234609.0
-5,-5,-5,2,1,233909.0
-5,-5,-5,2,2,233409.0
-5,-5,-5,2,3,233109.0
-5,-5,-5,2,4,233009.0
-5,-5,-5,2,5,233109.0
-5,-5,-5,3,-5,248112.0
-5,-5,-5,3,-4,245412.0
-5,-5,-5,3,-3,242912.0
-5,-5,-5,3,-2,240612.0
-5,-5,-5,3,-1,238512.0
-5,-5,-5,3,0,236612.0
-5,-5,-5,3,1,234912.0
-5,-5,-5,3,2,233412.0
-5,-5,-5,3,3,232112.0
-5,-5,-5,3,4,231012.0
-5,-5,-5,3,5,230112.0
-5,-5,-5,4,-5,268317.0
-5,-5,-5,4,-4,264217.0
-5,-5,-5,4,-3,260317.0
-5,-5,-5,4,-2,256617.0
-5,-5,-5,4,-1,253117.0
-5,-5,-5,4,0,249817.0
-5,-5,-5,4,1,246717.0
-5,-5,-5,4,2,243817.0
-5,-5,-5,4,3,241117.0
-5,-5,-5,4,4,238617.0
-5,-5,-5,4,5,236317.0
-5,-5,-5,5,-5,310124.0
-5,-5,-5,5,-4,304224.0
-5,-5,-5,5,-3,298524.0
-5,-5,-5,5,-2,293024.0
-5,-5,-5,5,-1,287724.0
-5,-5,-5,5,0,282624.0
-5,-5,-5,5,1,277724.0
-5,-5,-5,5,2,273024.0
-5,-5,-5,5,3,268524.0
-5,-5,-5,5,4,264224.0
-5,-5,-5,5,5,260124.0
-5,-5,-4,-5,-5,308333.0
